This could take a bit. Be patient.
Missing ngram: a "never, 1
Correct solution has 245911 ngrams.
Incorrect solution has 0 ngrams.
[1m./ngramstl -i -pis shakespeareAllLines[0m does not produce correct results
List of ngrams in SOLUTION in increasing order of ngram count
-------------------------------------------------------------
frame stands, 1
when dying, 1
fooling grows, 1
his edict, 1
farmer that, 1
since foes, 1
o god's, 1
erring pilgrimage, 1
cannot anger, 1
each pinch, 1
book both, 1
leads to, 1
of helen, 1
upstart is, 1
tempest shall, 1
quickly bring, 1
sweet enlargement, 1
mock'st me, 1
doubtful fortunes, 1
a populous, 1
the meads, 1
an impatient, 1
which directed, 1
little by, 1
to believing, 1
gone again, 1
neither fish, 1
our valuation, 1
thy deserts, 1
like young, 1
heavenly music-which, 1
even while, 1
fixed as, 1
two gallons, 1
against either, 1
timon's livery, 1
rebel or, 1
old lancaster, 1
pull her, 1
behaviours to, 1
which who, 1
navarre hath, 1
our fielded, 1
would compare, 1
tis cloten, 1
contradict his, 1
imprison'd thou, 1
hinges of, 1
laugh'd to, 1
able man, 1
did observe, 1
cringe his, 1
her something, 1
magnifico is, 1
hortensio is, 1
stewards of, 1
thee behold, 1
pointed to, 1
their mischief, 1
have repaid, 1
sustain no, 1
all flat, 1
mean thereby, 1
become mockers, 1
fled but, 1
shepherd beaten, 1
and toil, 1
thanks the, 1
now declare, 1
the ewer, 1
slanderous as, 1
past remedies, 1
his flaw'd, 1
not wanted, 1
gods done, 1
certain lord, 1
notes have, 1
justified in, 1
give invention, 1
and peruse, 1
images if, 1
your addition, 1
and tavern, 1
muse why, 1
fair truth, 1
part where, 1
but odds, 1
way over, 1
rochford-one of, 1
andronici done, 1
instant trial, 1
glasses you, 1
fault seeming, 1
a divinity, 1
receive of, 1
wit can, 1
they bow, 1
this milky, 1
that stretch, 1
many alexanders, 1
transformed with, 1
win you, 1
till love, 1
been aired, 1
blows his, 1
thou touch, 1
show awhile, 1
about sir, 1
two old, 1
sleeve for, 1
thee what's, 1
deceive de, 1
this grisly, 1
ruminate on, 1
brook into, 1
spite by, 1
pronounce i, 1
giant-like ox-beef, 1
so longest, 1
thou flatter'st, 1
close her, 1
flock shall, 1
whistle off, 1
incursions and, 1
make gold, 1
bind thy, 1
wherewith your, 1
a parson's, 1
otherwise a, 1
subjection loyally, 1
till holy, 1
hath studied, 1
housewife nature, 1
abaissiez votre, 1
youngest boy, 1
did go, 1
good bianca, 1
and cyprus, 1
trespass made, 1
you mouth, 1
sell me, 1
bonds pray, 1
dido would, 1
them 'bout, 1
prophetic spirit, 1
you'd venture, 1
away.-let me, 1
well-won thrift, 1
made compare, 1
your rings, 1
own weak-hing'd, 1
precedent the, 1
hand paris, 1
wives share, 1
amorous looking-glass, 1
their mutinies, 1
grows rank, 1
servant nam'd, 1
quarrelous as, 1
are rival, 1
hath romeo, 1
being provok'd, 1
there given, 1
circumvention deliver, 1
offendress against, 1
said 'my, 1
painful field, 1
part black, 1
on troilus, 1
a scope, 1
boils and, 1
which fondly, 1
i'll thy, 1
thy constellation, 1
the gloomy, 1
board when, 1
sees more, 1
restored with, 1
command an, 1
noble device, 1
buds from, 1
say knives, 1
observingly distil, 1
of woolly, 1
pitch soe'er, 1
do amend, 1
am burn'd, 1
vultures gripe, 1
whitmore with, 1
minds because, 1
mightst not, 1
posted off, 1
braving demetrius, 1
he array'd, 1
very liberal, 1
twelve pence, 1
delivered upon, 1
dial hand, 1
be oddly, 1
should form, 1
mangling by, 1
exeunt players, 1
see chain, 1
come current, 1
man's business, 1
in thrilling, 1
of excelling, 1
this avouches, 1
wore us, 1
former speeches, 1
thee sense, 1
am christophero, 1
enjoyed no, 1
him slightly, 1
which assault, 1
my caius, 1
malmsey-butt in, 1
and hume, 1
unkindness shaken, 1
destiny hold, 1
wealth's sake, 1
then swore, 1
falsely what, 1
push him, 1
old brutus, 1
midwife there, 1
crown may, 1
is issue, 1
sweet power, 1
integer vitae, 1
ever fought, 1
their fraction, 1
parted ev'n, 1
an hair, 1
strait so, 1
kindled the, 1
besotted on, 1
lord's almost, 1
venice can, 1
upon rome, 1
him t, 1
doth see, 1
is stirring, 1
turns eyes, 1
restful english, 1
let's shut, 1
these contrarieties, 1
forward on, 1
yet ever, 1
kind from, 1
shrewd that, 1
cousin tells, 1
noises it, 1
less need, 1
have willing, 1
that twenty, 1
sins abuse, 1
wit be, 1
point exactly, 1
so prophetically, 1
to't that, 1
and lucre, 1
baby cry, 1
talk withal, 1
they living, 1
purchase corrupted, 1
your weak, 1
breath'd for, 1
you discharge, 1
us car'd, 1
steel fronting, 1
stuck not, 1
own respect, 1
fire-new stamp, 1
unwatch'd go, 1
re-enter widow, 1
thou work, 1
paintings i, 1
on lysander's, 1
smallness of, 1
to higher, 1
a tent, 1
emilia iago, 1
silk thread, 1
of mould, 1
the line-grove, 1
flat tamed, 1
ado here, 1
verbatim to, 1
tavern enter, 1
mutually participate, 1
all-ending day, 1
and haviour, 1
double cherry, 1
falcon her, 1
exeunt leonato, 1
behold how, 1
more lines, 1
your wants, 1
where thrift, 1
drop their, 1
thou hop'st, 1
father all, 1
this city's, 1
each changing, 1
invert what, 1
little quill, 1
of long-since-due, 1
brother battle, 1
painter must, 1
yond simp'ring, 1
or stones, 1
ill-well unless, 1
little talk'd, 1
tis true-to, 1
might admired, 1
will dismount, 1
had upon, 1
shelter me, 1
alexander till, 1
weapons only, 1
believe as, 1
hill feign'd, 1
spite and, 1
solemnly defy, 1
many fond, 1
galls in, 1
reputation in, 1
can unroot, 1
fine one, 1
plac'd so, 1
fiend-like queen, 1
o short-liv'd, 1
our celebration, 1
ungentleness to, 1
then find, 1
thus wrong'd, 1
now hangeth, 1
an oyster-wench, 1
is norfolk, 1
strange abuse, 1
need transport, 1
the ducks, 1
arc hath, 1
feel when, 1
that preach, 1
the haught, 1
these wood-birds, 1
many like, 1
nobleman that, 1
husks and, 1
mind abrook, 1
rather blamed, 1
was damm'd, 1
horses swift, 1
he rates, 1
didst say, 1
laid thy, 1
ruin leap'd, 1
humour a, 1
letter soon, 1
two foes, 1
time return, 1
better lov'd, 1
mercury endue, 1
a tyrannous, 1
night being, 1
french unto, 1
lay new, 1
and notch'd, 1
infectiously itself, 1
his garment, 1
shrouds wherewith, 1
have scotch'd, 1
the paste, 1
examples for, 1
we wept, 1
our scorns, 1
few bad, 1
engag'd ourselves, 1
henry did, 1
are something, 1
giv'n her, 1
see till, 1
thy agony, 1
him perceive, 1
pardon or, 1
thy bone, 1
old lady's, 1
worthiness into, 1
bear affliction, 1
love none, 1
dream'd that, 1
the faiths, 1
nerves of, 1
kind prince, 1
where died, 1
saying apt, 1
angels that, 1
ill white, 1
giant's strength, 1
levelled on, 1
be vile, 1
sink into, 1
who sues, 1
me assisting, 1
their piedness, 1
wrestler shall, 1
ye thirst, 1
frederick was, 1
eye wink, 1
cabin for, 1
bleeding heart, 1
likewise variable, 1
fleece that, 1
body rich, 1
thy file, 1
got's plessing, 1
heir a, 1
between ye, 1
curses now, 1
rather physical, 1
but sent, 1
may rise, 1
gan besiege, 1
yield possession, 1
washes it, 1
threaten present, 1
is aboard, 1
on roan, 1
us unspeaking, 1
lasting spring, 1
cupid shall, 1
was sequent, 1
thanes and, 1
show now, 1
when oil, 1
ever gentle, 1
pawn'd thee, 1
goodwill you, 1
prevail'd beyond, 1
craving us, 1
doublets than, 1
them every, 1
with snow, 1
master cap'ring, 1
officers do, 1
proof whereof, 1
outside have, 1
in penance, 1
you rascally, 1
upon each, 1
too plain, 1
i'll anoint, 1
comforts thrive, 1
hammers fall, 1
wild behaviour, 1
stars allots, 1
learn'd his, 1
brethren here, 1
shared dangers, 1
could fight, 1
pure scoff, 1
resembling spirits, 1
and stranger, 1
honour's bed, 1
will baffle, 1
abject terms, 1
abbess shuts, 1
but screw, 1
irrevocable is, 1
you rent, 1
fresh whore, 1
was gaged, 1
decerns you, 1
world's deceit, 1
goodlier man, 1
dare leave, 1
learnt thy, 1
awe a, 1
pluck'd four, 1
doubting your, 1
such sensible, 1
syracuse dromio, 1
sunder we, 1
doth joy, 1
haste which, 1
rashness that, 1
sinew both, 1
the shadows, 1
parmacity for, 1
or heart, 1
any sense, 1
stomachs up, 1
chid at, 1
pow'r i'll, 1
oak with, 1
whoreson tisick, 1
working days, 1
prostrate here, 1
sun borrows, 1
argosy that, 1
struck their, 1
your watches, 1
stabb'd unto, 1
christmas gambold, 1
gainst remedy, 1
act freshly, 1
fair montague, 1
ruffian billows, 1
i flee, 1
make further, 1
blamed shall, 1
or somewhere, 1
necessary question, 1
sermon me, 1
certain text, 1
love well, 1
injuries to, 1
women spoke, 1
slink all, 1
yon busky, 1
greater ere, 1
enlink'd to, 1
as kings, 1
and fasten'd, 1
and desolation, 1
after for, 1
unwash'd too, 1
slubber the, 1
most cunning, 1
sin's rebuke, 1
one red, 1
fort must, 1
thy asking, 1
linsey-woolsey has, 1
well-forewarning wind, 1
quarrel new, 1
suffer'd this, 1
can sol-fa, 1
his love-suit, 1
yonder coppice, 1
knave into, 1
other mine, 1
compost on, 1
imagination carries, 1
ere such, 1
re-enter paulina, 1
savours nobly, 1
where gold, 1
grey hairs, 1
hell-black night, 1
black toad, 1
thy outside, 1
a babbl'd, 1
second by, 1
labour's recompense, 1
be faithful, 1
what trash, 1
such way, 1
may pour, 1
alcibiades reads, 1
singer-he kept, 1
absent hence, 1
fortune patiently, 1
royal image, 1
parted but, 1
wise nature's, 1
charity enclos'd, 1
to inverness, 1
his breed, 1
to valentinus, 1
wings she, 1
special grace, 1
than purpose, 1
bury th, 1
prelate well-belov'd, 1
then deputy, 1
your envious, 1
revil'd you, 1
your performance, 1
flower on, 1
not farm, 1
sleep signs, 1
own foolery, 1
slaughtered those, 1
one light, 1
outfac'd you, 1
played their, 1
skip one, 1
a honey-bag, 1
groats too, 1
ingratitude of, 1
have french, 1
woeful time, 1
prettiest kate, 1
her corpse, 1
perdita florizel, 1
scorns me, 1
tedious a, 1
all awry, 1
breath did, 1
bosom lodge, 1
suggestion whose, 1
packs and, 1
never labour'd, 1
steel with, 1
shrive me, 1
just distance, 1
told over, 1
my aim, 1
nor stands, 1
fresh again, 1
death 'gainst, 1
confutes mine, 1
bloody bawdy, 1
that's soon, 1
couching lion, 1
patient and, 1
or master, 1
old counsellor, 1
contain'd relish, 1
sell by, 1
kindness welcome, 1
with lutes, 1
blown youth, 1
the fore-rank, 1
already show, 1
the pendant, 1
thus abuse, 1
thy confusion, 1
have victory, 1
this garb, 1
thy embassage, 1
o well-painted, 1
out dials, 1
for profit's, 1
stirring love, 1
a trance, 1
sav'd your, 1
crouch in, 1
pleasing heaviness, 1
ascendeth the, 1
cold gradation, 1
gratiano never, 1
cannot dream, 1
made parchment, 1
dark enough, 1
better supplied, 1
poor unminded, 1
died on't, 1
religiously provokes, 1
scratching her, 1
that dowry, 1
the courts, 1
sweating devil, 1
we'll search, 1
wield a, 1
either led, 1
smile till, 1
a publish'd, 1
already changes, 1
xanthippe or, 1
citizen save, 1
such troops, 1
stay if, 1
richmond was, 1
popular rate, 1
patricians aedile, 1
pinnace anchors, 1
farthest steep, 1
slovenly unhandsome, 1
fertile climate, 1
several posterns, 1
much faith, 1
no traitor's, 1
wilt show, 1
for chiding, 1
and forty, 1
gainst obedience, 1
ancient citizens, 1
undertake may, 1
exeunt baptista, 1
terms in, 1
nemean lion, 1
positive as, 1
receptacle of, 1
malvolio's suit, 1
then hack, 1
sadly penned, 1
with glasses, 1
goes abroad, 1
knavish lad, 1
remedies within, 1
display to, 1
fields over, 1
must do.-come, 1
deer's blood, 1
bravery is, 1
fair course, 1
away sundays, 1
breath when, 1
of tranio, 1
a haunch, 1
been whipt, 1
green hair, 1
often prove, 1
his middle, 1
in abject, 1
will whole, 1
has to-day, 1
shows her, 1
exceptless rashness, 1
from heart-string, 1
to iago, 1
serious industry, 1
poor trespasses, 1
cannot play, 1
will sack, 1
maidenhead for, 1
of pewter, 1
any ask, 1
three winters, 1
life redeems, 1
manner refus'd, 1
noise the, 1
to singing-man, 1
produce his, 1
litter ready, 1
scarecrow that, 1
in showing, 1
soil to, 1
post amain, 1
chain were, 1
domestic and, 1
those raging, 1
well bred, 1
not deck'd, 1
outfac'd them, 1
your butt, 1
offer what, 1
english nobility, 1
your keys, 1
my lean, 1
them cold, 1
successful fortune, 1
two proper, 1
but serv'd, 1
seeks his, 1
may bestow, 1
waxed pale, 1
marr'd his, 1
penthouse-like o'er, 1
great pretences, 1
worse after, 1
do implore, 1
may enguard, 1
weighed rather, 1
bold scots, 1
have procured, 1
else new, 1
decking with, 1
invest their, 1
comes hector, 1
governs here, 1
me security, 1
sorrow wept, 1
so witnesseth, 1
cloudy men, 1
squires of, 1
this preservative, 1
very train, 1
tavern or, 1
that usually, 1
shalt with, 1
rogue that, 1
dost abuse, 1
gravell'd for, 1
curbs of, 1
every sick, 1
physic lies, 1
my tables, 1
you assay, 1
dukes it, 1
hostess with, 1
daring of, 1
itself 'no, 1
wit good, 1
think none, 1
soldiers warwick, 1
a gooseberry, 1
joy with, 1
murd'rous hate, 1
youth further, 1
four noblemen, 1
feats done, 1
last-full of, 1
forces desdemona, 1
too must, 1
all school-days, 1
what's dearest, 1
baseness cannot, 1
dost neglect, 1
corn into, 1
and squeal, 1
and cognizance, 1
silent court, 1
hunt us, 1
candidatus then, 1
salerio by, 1
beggar dwell, 1
reasonable shore, 1
valentine with, 1
soak'd in, 1
first stroke, 1
practises more, 1
claudio's head, 1
bullets on, 1
disturbed sky, 1
do agnize, 1
poor caitiff, 1
fortinbras of, 1
can tyrants, 1
peers be, 1
than fantasy, 1
marv'llous proper, 1
scholar's melancholy, 1
summer songs, 1
climate foggy, 1
nor commodity, 1
the tapers, 1
with one's, 1
more direful, 1
thou worm's, 1
is shrewish, 1
of o's, 1
babes do, 1
your concealing, 1
shipt from, 1
beseemeth me, 1
taking so, 1
dercetas with, 1
my assurance, 1
belzebub at, 1
pleasant hill, 1
also young, 1
overthrow my, 1
demand springs, 1
of kingdoms, 1
and rates, 1
learned ones, 1
of kate, 1
going into, 1
traffic's sake, 1
seeing could, 1
sense pursues, 1
them neither, 1
i'll venge, 1
best have, 1
where small, 1
strew him, 1
pavement closes, 1
took great, 1
never lift, 1
secrets tell, 1
authority abus'd, 1
or endure, 1
pulpit whereto, 1
very mould, 1
mart he's, 1
was pleas'd, 1
vile thief, 1
gave grace, 1
leads men, 1
vain command, 1
passage find, 1
vainly longing, 1
make servants, 1
master's murther'd, 1
hedg'd me, 1
months dead, 1
and clothes, 1
sit state-statues, 1
lovely argument, 1
many dearer, 1
pilates have, 1
spirits indeed, 1
makes is, 1
moor's abused, 1
sense breeds, 1
lady calls, 1
as reek, 1
ordinary man, 1
stern commandment, 1
consequence is, 1
silk stockings, 1
consul with, 1
my green, 1
costard scene, 1
re-enter autolycus, 1
not forfeit, 1
what worser, 1
better sign, 1
of aged, 1
kind rome, 1
he cheers, 1
of seventy, 1
falstaff loves, 1
ensue some, 1
force will, 1
commendations sent, 1
they still, 1
rude eye, 1
amaimon sounds, 1
fortunes up, 1
my collop, 1
hero's disloyalty, 1
on ancient, 1
usurped throne, 1
prevaileth against, 1
it walks, 1
a pedlar's, 1
of hatchet, 1
dew-dropping south, 1
fingers touch'd, 1
but timon, 1
possible strength, 1
douglas kills, 1
fawneth on, 1
outvenoms all, 1
power confronted, 1
an extemporal, 1
foolish runaways, 1
to account, 1
whole lent, 1
quaff'd off, 1
my vital, 1
a have, 1
and highly, 1
richard du, 1
fairy toys, 1
a leaf, 1
speedy strength, 1
scot had, 1
their warders, 1
compulsive course, 1
not deign, 1
their afflictions, 1
murder you, 1
rotted with, 1
vigil feast, 1
no being, 1
sunshine day, 1
wit out, 1
good girl, 1
inconstant moon, 1
timely death, 1
most unpitifully, 1
mortal paradise, 1
turn is, 1
citizens cast, 1
drew myself, 1
thousand similes, 1
gild it, 1
with comforting, 1
other chamber, 1
paris falls, 1
would were, 1
it drop, 1
some evening, 1
topple on, 1
coriolanus should, 1
hath distracted, 1
i perish, 1
in mercenary, 1
herald nicanor, 1
never sent, 1
drop is, 1
pray receive, 1
thy sensual, 1
ships could, 1
suggests this, 1
scholar [presenting, 1
furnish'd by, 1
sing but, 1
vainly lends, 1
merit lived, 1
kisses bring, 1
our paper, 1
ran through, 1
between lord, 1
so curiously, 1
limited service, 1
be conquered, 1
i'll lig, 1
fashion for, 1
pucelle shall, 1
a vixen, 1
own judgment, 1
tawny moor, 1
the summary, 1
other patricians, 1
it shares, 1
darnel-do you, 1
carry th, 1
rough deeds, 1
of foresters, 1
how wildly, 1
my subject, 1
pander to, 1
rises on, 1
